researcher,unidad_academica,CENTRO,ZONA,id_scholar,h_index,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
JORGE ZAMBRANO NAVARRETE,OTRO,OTRO,OTRO,NA,NA,Integrante,6; 4; 6; 4; 6; 4; 6; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000886564,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES); GIAUNAD; GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES); GIAUNAD,2020-11-01; 2011-06-01, Actual,Maestría/Magister,Sin clasificar,1; 0; 1; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
LAURA BIBIANA GUALDRON DUARTE,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000568244,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2021-04-01, Actual,Doctorado,Investigador Junior (IJ),0,0,1,0,0,0
LILIANA RODRIGUEZ REYES,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001430922,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2011-02-01, 2014/7,Técnico,Sin clasificar,0,0,0,0,0,0
LINDA JEIMMY RINCON RIVERA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000950106,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2013-02-01, 2013/12,Doctorado,Sin clasificar,0,0,0,0,0,0
LUZ STELLA PUERTO MORALES,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001430736,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2011-02-01, 2011/12,Técnico,Sin clasificar,0,0,0,0,0,0
MANUEL ANGEL CAMACHO OLIVEROS,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000289477,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2011-01-01, 2012/12,Maestría/Magister,Investigador Junior (IJ),0,0,0,0,0,0
"NATALIA ANDREA CHAVARRIA GUTIERREZ",OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001406081,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2011-02-01, 2013/6,Especialización,Sin clasificar,0,0,0,0,0,0
NIDIA CARRENO GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000704830,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2011-02-01, 2019/12,Maestría/Magister,Sin clasificar,2,0,0,0,0,9
OSCAR ORLANDO BERNAL PARRA,OTRO,OTRO,OTRO,NA,NA,Integrante,6; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001382530,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES); BIOINNOVA,2009-11-01, 2013/9,Doctorado,Sin clasificar,0; 0,0; 0,0; 0,0; 0,0; 0,0; 0
VICTOR JULIO SETINA LIZ,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001140493,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2011-05-01, 2011/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
WILMER ALFONSO CUERVO VIVAS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001350682,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2016-08-01, Actual,Maestría/Magister,Sin clasificar,6,0,0,0,0,9
YUDY LIZETH CANTOR CANTOR,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001428365,GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2011-05-01, 2013/11,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARIA DEL ROSARIO DIAZ OLAYA,OTRO,OTRO,OTRO,NA,NA,Integrante,16,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000685585,CAZAO,2009-03-01, Actual,Doctorado,Investigador Junior (IJ),5,1,0,0,0,10
ANA EUGENIA PATINO SUAZA,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001343528,CAZAO,2009-03-01, Actual,Doctorado,Sin clasificar,1,0,1,0,0,1
CAROL VIVIAM TORRES LOMBANA,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001454315,CAZAO,2013-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,3
EVAMGELINA PARRA PEREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001514380,CAZAO,2009-03-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JOHANA ANDREA VELASQUEZ ARIAS,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000106609,CAZAO,2016-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
LIDY VIVIANA CASTILLO BARON,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001447811,CAZAO,2010-10-01, Actual,Especialización,Sin clasificar,2,0,0,0,0,0
LUCY BRICEIDA SOGAMOSO TARACHE,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001511766,CAZAO,2009-03-01, 2015/6,Técnico,Sin clasificar,0,0,0,0,0,0
MARCEL VARGAS RONCANCIO,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000168475,CAZAO,2011-10-01, 2014/10,Especialización,Sin clasificar,0,0,0,0,0,0
OSCAR JAVIER OLARTE BLANDON,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001348704,CAZAO,2009-03-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
SANDY KATHERYNE HIGUERA INFANTE,OTRO,OTRO,OTRO,NA,NA,Integrante,2; 0; 2; 0; 2; 0; 2; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001582862,CAZAO; AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI); CAZAO; AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2014-06-01; 2015-02-01, Actual,Especialización,Sin clasificar,1; 0; 1; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
YURY MARLEN PERALTA LADINO,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001190172,CAZAO,2017-01-01, Actual,Maestría/Magister,Sin clasificar,2,0,0,0,0,0
ABEL ANIBAL DEL RIO CORTINA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001350083,GESTINDUSTRIALES EOCA,2018-04-01, Actual,Doctorado,Investigador Asociado (I),0,0,0,0,0,1
ADRIAN RUEDA CARRENO,OTRO,OTRO,OTRO,NA,NA,Integrante,5; 4; 5; 4; 5; 4; 5; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000059231,GESTINDUSTRIALES EOCA; GIAUNAD; GESTINDUSTRIALES EOCA; GIAUNAD,2018-09-01; 2019-04-01, 2020/12,Especialización,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
ALBERTO MARIO PERNETT BENAVIDES,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001403279,GESTINDUSTRIALES EOCA,2020-05-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ANGELA BIBIANA TRIANA GOMEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001735251,GESTINDUSTRIALES EOCA,2020-02-01, 2020/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CAMILO ANDRES ANDRADE OJEDA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001519135,GESTINDUSTRIALES EOCA,2018-04-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CAMILO MAURICIO GRILLO TORRES,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001338638,GESTINDUSTRIALES EOCA,2010-05-01, 2011/12,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
CRISTHIAN ORLANDO PERDOMO,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001705856,GESTINDUSTRIALES EOCA,2017-06-01, 2020/12,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DIVA AURORA RUBIANO RIVEROS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000040752,GESTINDUSTRIALES EOCA,2017-02-01, 2020/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
EVER EDUARDO CAUSADO MORENO,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000180320,GESTINDUSTRIALES EOCA,2017-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
GERARDO AVENDANO PRIETO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000309699,GESTINDUSTRIALES EOCA,2009-01-01, 2009/7,Doctorado,Investigador Junior (IJ),2,0,0,0,0,0
HENRY ALFONSO MUNOZ ROJAS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001367810,GESTINDUSTRIALES EOCA,2018-02-01, 2020/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
IVAN FERNANDO AMAYA COCUNUBO,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001139002,GESTINDUSTRIALES EOCA,2015-01-01, 2017/9,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JANNETH LORENA TORRES VALENCIA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001430608,GESTINDUSTRIALES EOCA,2018-05-01, 2020/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JOHANNA TRUJILLO DIAZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001076248,GESTINDUSTRIALES EOCA,2018-02-01, Actual,Doctorado,Investigador Asociado (I),2,1,0,0,0,0
LEIDI MILDREC ROJAS GALINDO,OTRO,OTRO,OTRO,NA,NA,Integrante,15; 8; 15; 8; 15; 8; 15; 8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001654795,GESTINDUSTRIALES EOCA; BIOTICS; GESTINDUSTRIALES EOCA; BIOTICS,2017-02-01; 2019-01-01, 2020/12,Especialización,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
LINDA BIBIANA ROCHA MEDINA,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001076442,GESTINDUSTRIALES EOCA,2019-10-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LUIS ENRIQUE CAMARGO CAMARGO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000601284,GESTINDUSTRIALES EOCA,2019-08-01, 2020/12,Especialización,Sin clasificar,0,0,0,0,0,0
LUISA ALEJANDRA ROJAS MELO,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000003071,GESTINDUSTRIALES EOCA,2010-05-01, 2010/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
NESTOR ALEXANDER HERNANDEZ MORENO,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001447401,GESTINDUSTRIALES EOCA,2018-04-01, 2020/12,Doctorado,Sin clasificar,0,0,0,0,0,0
SANTIAGO RODRIGUEZ CUELLAR,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001615084,GESTINDUSTRIALES EOCA,2018-04-01, 2020/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
VICTORIA EUGENIA GUTIERREZ CUEVAS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000574597,GESTINDUSTRIALES EOCA,2016-03-01, 2020/12,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
WALTER NARANJO LOURIDO,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001428692,GESTINDUSTRIALES EOCA,2018-04-01, 2020/8,Doctorado,Sin clasificar,0,0,0,0,0,0
WILLIAM MOSQUERA LAVERDE,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001078453,GESTINDUSTRIALES EOCA,2009-08-01, Actual,Maestría/Magister,Investigador Junior (IJ),5,2,0,0,0,4
OMILCIA MARIA MEDINA CORZO,OTRO,OTRO,OTRO,NA,NA,Integrante,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001404116,FENIX,2011-04-01, Actual,Maestría/Magister,Sin clasificar,1,3,0,0,0,2
ANGELA DE JESUS SIERRA PARODI,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001461021,FENIX,2012-04-01, 2014/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,2
DERBER JOSE SOTO RODRIGUEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001549480,FENIX,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,14,0,0,0,5
EMERSON YESID GUERRA HERRERA,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000598747,FENIX,2011-04-01, 2014/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ERIKA KATIANA EGEA ROBLES,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000045523,FENIX,2019-02-01, 2019/11,Especialización,Sin clasificar,0,0,0,0,0,0
ESTHER SOCORRO ZARATE,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001404131,FENIX,2016-01-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
JOSEFINA DEL SOCORRO OROZCO SANCHEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001404114,FENIX,2011-04-01, 2015/1,Especialización,Sin clasificar,0,0,0,0,0,0
LICET GUERRA ROMERO,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001404111,FENIX,2016-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
MAIRY PAOLA SOLANO BRITO,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001643178,FENIX,2018-06-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
MARIA NARCISA CORTES MONTANO,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001404112,FENIX,2015-01-01, Actual,Especialización,Sin clasificar,0,1,0,0,0,0
MAVIS CLEOTILDE PALACIO AMAYA,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001419012,FENIX,2011-04-01, 2014/1,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MILANGELA DEL CARMEN ROMERO VELASQUEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000181771,FENIX,2018-02-01, Actual,Doctorado,Sin clasificar,0,7,0,0,0,0
NILKA RIQUENA ROBLES CAMARGO,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001404110,FENIX,2011-04-01, 2014/12,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
ROSMERIS BEATRIZ PEREZ MEDINA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001456216,FENIX,2018-06-01, 2018/12,Especialización,Sin clasificar,0,0,0,0,0,0
YULY INES LINAN CUELLO,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001408177,FENIX,2011-04-01, 2014/1,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
ZULAY VIDELA AMAYA BLANCHAR,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001504357,FENIX,2015-01-01, 2015/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ADRIANA RODRIGUEZ ROJAS,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001342708,TECNOGENESIS,2009-11-01, 2010/1,Doctorado,Sin clasificar,1,0,0,0,0,0
ALVARO QUICENO MARTINEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10; 5; 10; 5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001375177,TECNOGENESIS; PRODUCCION SOSTENIBLE,2012-01-01; 2012-11-01, Actual,Especialización,Sin clasificar,3; 3,0; 2,2; 1,0; 0,0; 0,0; 6
ANGELA BEATRIZ GAMBOA MORENO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001405925,TECNOGENESIS,2016-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
FANNY ROCIO BURBANO VEJARANO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001636831,TECNOGENESIS,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
HERMAN BELALCAZAR ORDONEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001342359,TECNOGENESIS,2009-07-01, 2010/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,8
JOHANA ANDREA QUIROGA COLORADO,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001366059,TECNOGENESIS,2011-11-01, 2012/11,Especialización,Sin clasificar,0,0,0,0,0,0
JOSE ALBERTO ESCOBAR CEDANO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000731102,TECNOGENESIS,2009-11-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
"NAYIVE MURILLO ARARAT",OTRO,OTRO,OTRO,NA,NA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001851639,TECNOGENESIS,2021-01-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
RUTH ESPERANZA LOPEZ MEDINA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001272721,TECNOGENESIS,2014-06-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,22
TANIA ISADORA MORA PEDREROS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001344304,TECNOGENESIS,2009-09-01, 2010/1,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,1
WILLIAM ANDRES GALVIS SARRIA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001465827,TECNOGENESIS,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
FABIO ELEAZAR LOZANO SUAREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000665762,GIGASS,2015-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,7
ALEJANDRO CHAPARRO GIRALDO,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000235393,GIGASS,2018-06-01, 2018/7,Doctorado,Investigador Senior (IS),0,0,0,0,0,0
ANDREA CAROLINA GARCIA CABANA,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001226479,GIGASS,2011-01-01, Actual,Maestría/Magister,Sin clasificar,4,0,1,0,0,12
CARLOS VEGA PEREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000901415,GIGASS,2007-02-01, Actual,Doctorado,Investigador Junior (IJ),6,0,0,0,0,24
CARMEN ANDREA MEJIA VARGAS,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000649953,GIGASS,2009-06-01, 2009/6,Técnico,Sin clasificar,0,0,0,0,0,0
DAIRO BURGOS CANAS,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000141480,GIGASS,2018-04-01, Actual,Pregrado/Universitario,Sin clasificar,1,0,0,0,0,0
DIANA CONSTANZA BELTRAN HERNANDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001349551,GIGASS,2014-08-01, Actual,Maestría/Magister,Sin clasificar,3,1,0,0,0,2
DIANA MILENA SOLER FONSECA,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001352574,GIGASS,2011-03-01, Actual,Doctorado,Investigador Junior (IJ),7,2,0,0,0,1
DIANA PAOLA GAVILVIS IBANEZ IBANEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001830088,GIGASS,2020-11-01, 2020/12,Técnico,Sin clasificar,0,0,0,0,0,0
GLADYS SOFIA MONTANEZ CHAPARRO,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001641718,GIGASS,2008-02-01, 2009/1,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
HORACIO ROJAS CARDENAS,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000665002,GIGASS,2017-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,6
JAVIER DAVID BUITRAGO VILLAMIL,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001365710,GIGASS,2015-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
JORGE ALEJANDRO RODRIGUEZ PALACIOS,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000170587,GIGASS,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JOSE ALEJANDRO CLEVES LEGUIZAMO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001336733,GIGASS,2009-02-01, Actual,Doctorado,Investigador Junior (IJ),19,13,6,0,0,22
