researcher,unidad_academica,CENTRO,ZONA,id_scholar,h_index,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
JULIALBA ANGEL OSORIO,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000408980,GIGASS,2013-01-01, Actual,Maestría/Magister,Sin clasificar,3,5,4,1,0,3
LETICIA INES SALAMANCA SALAMANCA,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001830121,GIGASS,2020-11-01, 2020/12,Técnico,Sin clasificar,0,0,0,0,0,0
LISNEY ALESSANDRA BASTIDAS PARRADO,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001239210,GIGASS,2014-04-01, 2016/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MALY JOHANNA PUERTO LOPEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001479707,GIGASS,2013-01-01, 2013/3,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MARIA CAROLINA DIAZ FRANKY,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001335866,GIGASS,2014-10-01, 2014/11,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MONICA JOVANNA PATINO PACHECO,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000818321,GIGASS,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
NELSON ARMANDO MUNOZ PEREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000390089,GIGASS,2010-05-01, 2011/7,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
NELSON ENRIQUE FONSECA CARRENO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000850241,GIGASS,2007-01-01, 2010/2,Maestría/Magister,Sin clasificar,0,0,1,0,0,0
YOLANDA BOTIA RODRIGUEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000029553,GIGASS,2009-06-01, Actual,Maestría/Magister,Sin clasificar,4,0,0,0,0,11
YULY XIOMARA PITA MORENO,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000031458,GIGASS,2017-01-01, 2018/12,Pregrado/Universitario,Sin clasificar,1,0,0,0,0,0
VIVIANA BANGUERO CAMACHO,OTRO,OTRO,OTRO,NA,NA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000231649,COLECTIVO GENESIS G.I.T,2004-03-01, Actual,Doctorado,Investigador Junior (IJ),5,11,4,0,0,22
DIEGO FERNANDO MORANTE GRANOBLES,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000704547,COLECTIVO GENESIS G.I.T,2008-03-01, Actual,Doctorado,Investigador Junior (IJ),4,7,1,0,0,6
ADRIANA CESPEDES TELLO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000028000,COLECTIVO GENESIS G.I.T,2013-01-01, 2015/3,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ALLEX YAMIL CAICEDO MILLAN,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000242306,COLECTIVO GENESIS G.I.T,2011-07-01, 2012/10,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ALVARO CAMACHO CAICEDO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000314412,COLECTIVO GENESIS G.I.T,2004-08-01, Actual,Maestría/Magister,Sin clasificar,2,1,1,0,0,0
ARNALDO RIOS ALVARADO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000383473,COLECTIVO GENESIS G.I.T,2019-01-01, Actual,Doctorado,Investigador Junior (IJ),10,0,0,0,0,0
AURA DE LOS RIOS GIRALDO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000915068,COLECTIVO GENESIS G.I.T,2010-06-01, 2012/10,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
BETTY RODRIGUEZ CHAVEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000231622,COLECTIVO GENESIS G.I.T,2004-03-01, 2007/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CLAUDIA PATRICIA NUNEZ ACOSTA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001368798,COLECTIVO GENESIS G.I.T,2010-04-01, 2012/6,Técnico,Sin clasificar,0,0,0,0,0,0
DORIS LILIA ANDRADE AGUDELO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000341843,COLECTIVO GENESIS G.I.T,2010-06-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
FERNEY GUEVARA CHILITO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001228145,COLECTIVO GENESIS G.I.T,2008-03-01, 2014/6,Especialización,Sin clasificar,0,0,0,0,0,0
HUGO BECQUER PAZ QUINTERO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000633054,COLECTIVO GENESIS G.I.T,2014-03-01, Actual,Doctorado,Investigador Junior (IJ),1,2,0,1,0,6
JAIRO RODRIGUEZ MERA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000562254,COLECTIVO GENESIS G.I.T,2007-03-01, Actual,Maestría/Magister,Sin clasificar,0,0,3,0,0,3
JORGE ALEXANDER RODRIGUEZ OTALORA,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000603813,COLECTIVO GENESIS G.I.T,2016-09-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JORGE EDUARDO LEMOS DE LA CRUZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000337773,COLECTIVO GENESIS G.I.T,2016-09-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JOSE FABIAN TORRES HURTADO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000020226,COLECTIVO GENESIS G.I.T,2019-02-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
JUAN CARLOS ORDONEZ ZULUAGA,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001403794,COLECTIVO GENESIS G.I.T,2012-06-01, 2013/7,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MARIA LAUREN ROSERO AGUILAR,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000789232,COLECTIVO GENESIS G.I.T,2010-02-01, Actual,Maestría/Magister,Sin clasificar,2,2,3,0,0,10
MARIAFANNY CASTRO ARBELAEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000297151,COLECTIVO GENESIS G.I.T,2012-07-01, 2018/12,Maestría/Magister,Investigador Junior (IJ),0,0,0,0,0,0
"NATALIA CAMPO CASTRO",OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000535869,COLECTIVO GENESIS G.I.T,2012-06-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
OLGA LUCIA MURILLO PALACIOS,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000326151,COLECTIVO GENESIS G.I.T,2020-03-01, Actual,Maestría/Magister,Sin clasificar,3,0,0,0,0,0
OMAIRA MOSQUERA MOSQUERA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001228161,COLECTIVO GENESIS G.I.T,2008-03-01, 2018/12,Doctorado,Investigador Junior (IJ),1,1,0,0,0,15
RICARDO JAVIER PAREDES MUNOZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000668532,COLECTIVO GENESIS G.I.T,2010-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,1,0,0,0
RUBEN DARIO ROJAS HIGUITA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000417092,COLECTIVO GENESIS G.I.T,2012-04-01, Actual,Doctorado,Investigador Junior (IJ),1,2,0,0,0,36
SEGUNDA ARBOLEDA CASTILLO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001562778,COLECTIVO GENESIS G.I.T,2012-06-01, 2013/6,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
SERGIO ANDRES LOPEZ RODRIGUEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001350173,COLECTIVO GENESIS G.I.T,2016-03-01, Actual,Doctorado,Investigador Junior (IJ),1,0,0,0,0,0
WALTER MORENO CRESPO,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000020269,COLECTIVO GENESIS G.I.T,2013-06-01, Actual,Doctorado,Investigador Junior (IJ),1,2,0,0,0,8
NELLY JANNETH RUIZ PACHECO,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000478180,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2015-03-01, Actual,Doctorado,Sin clasificar,0,0,2,0,0,14
ALBA ROCIO GOMEZ HERNANDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001387568,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-10-01, 2013/10,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ALEXANDER MEJIA CAMACHO,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001503669,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2016-04-01, Actual,Maestría/Magister,Sin clasificar,5,2,1,0,0,0
ALEXANDER STIP MARTINEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000274232,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-10-01, 2013/10,Pregrado/Universitario,Sin clasificar,0,1,0,0,0,0
ANDREA DE LOS ANGELES ESCOBAR CORAL,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001600360,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2015-10-01, 2015/12,Técnico,Sin clasificar,0,0,0,0,0,0
ANDRES LEONARDO RODRIGUEZ MARTINEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000442836,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2011-09-01, 2012/9,Técnico,Sin clasificar,0,0,0,0,0,0
CAMILO ANDRES RAMOS PINEDA,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001509580,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2016-11-01, Actual,Doctorado,Investigador Junior (IJ),3,0,0,0,0,0
EDGAR GUILLERMO RODRIGUEZ DIAZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001430213,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2017-01-01, 2019/12,Doctorado,Sin clasificar,0,0,0,0,0,0
EDILSA ARLOTH BARONA VILLAMIZAR,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000034109,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2015-10-01, 2015/12,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ELBA MARINA ZUNIGA QUISOBONI,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001414070,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2017-02-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
ELKIN ECCEHOMO DELGADO DELGADO,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001763789,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2019-11-01, 2019/11,Especialización,Sin clasificar,0,0,0,0,0,0
FERNANDO GOMEZ GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000030482,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
FERNANDO ULPIANO PANTOJA AGREDA,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001286307,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2015-02-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
HEIDY ESPERANZA GORDILLO BOGOTA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001382998,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2010-06-01, 2014/6,Maestría/Magister,Sin clasificar,2,0,0,0,0,0
JACKSON ACOSTA VALDELEON,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000287636,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2017-01-01, Actual,Doctorado,Sin clasificar,1,0,0,0,0,4
JACQUELINE PEREZ VERGARA,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000034095,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2015-10-01, 2015/12,Técnico,Sin clasificar,0,0,0,0,0,0
JOHN EDWIN OLARTE MANRIQUE,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000429996,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-10-01, 2013/10,Técnico,Sin clasificar,0,0,0,0,0,0
JOHN JAIRO BRICENO MARTINEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000396281,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2008-01-01, 2017/2,Doctorado,Investigador Senior (IS),11,8,2,0,0,0
JORGE OSWALDO BABATIVA MUNOZ,OTRO,OTRO,OTRO,NA,NA,Integrante,7,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001714057,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2019-08-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JORGE WILSON TORRES HERNANDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001060198,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2017-08-01, Actual,Doctorado,Sin clasificar,3,2,0,0,0,0
JOSE HUMBERTO GUERRERO RODRIGUEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,7,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001374847,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-05-01, Actual,Doctorado,Sin clasificar,3,2,4,0,0,0
JUAN DIEGO ACOSTA OSPINA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000808288,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-02-01, 2013/2,Especialización,Sin clasificar,0,0,0,0,0,0
LAURA MARIA LLANES SAMPAYO,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000033749,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2015-10-01, 2015/12,Técnico,Sin clasificar,0,0,0,0,0,0
LUCIA PINTO MANTILLA,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000208280,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-08-01, 2015/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LUZ ADRIANA PRIETO MANCERA,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000010715,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-08-01, 2015/6,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
MARIA JULIA RUBIO ROLDAN,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001574407,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2015-01-01, 2016/12,Doctorado,Sin clasificar,0,0,0,0,0,0
MARIA VICTORIA REALES MORENO,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001356643,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2017-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
MARISOL SANDOVAL CHAVES,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000148039,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2016-11-01, Actual,Maestría/Magister,Sin clasificar,0,2,0,0,0,0
"NATALIA QUICENO RODRIGUEZ",OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000078071,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2016-06-01, Actual,Pregrado/Universitario,Sin clasificar,0,2,0,0,0,0
NICOL JOENNY PINILLA FONSECA,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001682119,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2017-01-01, Actual,Maestría/Magister,Sin clasificar,2,1,0,0,0,1
OSCAR DANIEL GUERRERO MORA,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000078508,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2016-06-01, Actual,Técnico,Sin clasificar,0,3,0,0,0,0
PEDRO ANTONIO VELA GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000001113,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-07-01, Actual,Doctorado,Sin clasificar,2,0,1,0,0,0
RUTH ESMERALDA SANCHEZ SANCHEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001387980,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-10-01, 2013/10,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
SANDRA CAROLINA MERCHAN MOLINA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001443249,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2013-10-01, 2013/10,Especialización,Sin clasificar,0,0,0,0,0,0
SILVIA ANGELICA PUERTAS CESPEDES,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000009919,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2016-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
SULMA PAOLA VERA MONROY,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000186392,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2016-06-01, Actual,Maestría/Magister,Sin clasificar,5,2,1,0,0,0
WILSON MANUEL PINTO NARANJO,OTRO,OTRO,OTRO,NA,NA,Integrante,7,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001348211,AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2014-03-01, 2016/6,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ALEXANDER CUESTAS MAHECHA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000155795,GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE),2018-01-01, 2019/5,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ALEXANDER SELLAMEN GARZON,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000002001,GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE),2019-01-01, Actual,Maestría/Magister,Investigador Asociado (I),0,0,0,0,0,0
ANDRES MAURICIO ALVAREZ ZULUAGA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000104879,GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE),2020-01-01, 2021/3,Especialización,Sin clasificar,0,0,0,0,0,0
ANDREY EDUARDO PEREZ PEREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000006849,GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE),2015-02-01, 2015/12,Especialización,Sin clasificar,0,0,0,0,0,0
CONSUELO ROJAS MIRANDA,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001583846,GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE),2014-03-01, 2015/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ERLY ARACELY VANEGAS MONROY,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001360037,GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE),2008-01-01, 2009/12,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
